Perspective,Predicted,Actual,Answers,question,Input_spans
INFORMATION,<pad> Depression is a common cause of mental health issues.</s>,"Regardless of age, mental health counseling is available, and one avenue to explore is contacting your local Suicide Prevention Hotline. You can obtain their number by calling 1-800-273-TALK (8255). This hotline can serve as a valuable resource for individuals seeking support and assistance with mental health concerns, emphasizing the importance of reaching out for help regardless of age.","['I suffer from bi polar so I know about depression. I am 33 and have delt with this since the age of 13. Depression DOES cause physical symptoms.......good job knowing your own body.If your are under 18 and in school go to the school counselor.It is hard for those who are not depressed to understand but it is AN ABSOULTE MUST for u to get help...suicide happens often in untreated depressed teens.If your are not in school check google or call your local police startion {no need to give your name if u do not wish} for a local phone support line or if u are suicidal call an ambulance or go to your local hospitle.......you do not need your mothers permission to do so. PLEASE PLEASE pay attention to what your body is telling u. ALWAYS REMEMER THE SUN WILL COME OUT! Maybe not tomorrow but it will be back. When we are down it is very hard to remember that.....but if u hurt yourself there will never be a tomorrow.', ""Talk to a counselor at school.  Tell them how you feel and ask them for help.  I'm very sure they will intervene on your behalf with your mom.\n\nIf they can't or won't, is there some reason you couldn't just go to your doctor on your own?  It's possible that it's nothing, but it's also possible that it's something.  I think you know how you feel.  It's time to do something about it.  Good luck."", ""You don't have to convince anyone else of anything else, just convince yourself to call your doctor. Maybe your mom is right. Don't do anything suicidal to convince her she was wrong. Call the doctor!"", ""I would go to your mom and let her know that maybe it could be physical but either way you would like to find out, I would explain to the doctor how you have been feeling and that you are conserned that it is all tied in to depression, if your mom still isn't hearing you and won't take you to the doctors, how bout going to the school nurse, if she feels there is the chance you may be sick, she will most likely recomend a trip to your doctor. Good luck, don't give up, I would keep working at her, if you have a hard time talking with her why not write a letter, alot of times it is easier to say what we mean when we are not face to face."", ""I don't think that you are depressed at all.It sounds like you are sick.What made you think that you are depressed?If you are really worried,as you should be,call the doctor your self.I don't think its normal to be sick if you are depressed.Call the doc, its better to be safe than sorry.good luck to you"", 'I suffer from depression also and I know what you are going through. Perhaps your mom will not take you seriously the way you are going about it. If I were you I would write your mom a letter and explain in detail what you are going through and how you really feel. Sometimes putting it in writing is just what is needed to convince some people. I know it sounds funny, but I think you will find it will help. Good luck and hang in there!', 'You can get mental health counseling, no matter what your age.  You might try your local Suicide Prevention Hotline.  Get their number by calling:\n\n1-800-273-TALK (8255)', 'you do not need ot convice any one, try to get out of it. if you can not see a Dr. talk with your teacher.\njust try to be happy and not convice anyone....', ""Well, I assume you have brought up these symptoms to your mother. If so, well then, is your father around? Is there any chance he could help? Do you have any friends over 18 who could help you out? If you haven't told your mother about the symptoms, tell her and perhaps she will take you to a doctor, where you can ask him about it there. Best of luck to you. No one should have to live with depression.""]",How do I convince others I am depressed?,"You can get mental health counseling, no matter what your age.  You might try your local Suicide Prevention Hotline.  Get their number by calling:1-800-273-TALK (8255) "
EXPERIENCE, (sp) or vasiline (sp?) it should help.</s>,Another user also expresses she shares the same problem.,"['Mine are too its ok.  Put on vasiline (sp?) it should help', ""It appears that the question period has expired. If you have received an answer that meets your needs, please choose a 'best answer.'\nRegards.""]","My nipple is really dry and i dont know why, lotion doesnt seem to help what is wrong with me?",Mine are too its ok 
SUGGESTION, of a nipple.</s>,It is suggested to apply vasiline,"['Mine are too its ok.  Put on vasiline (sp?) it should help', ""It appears that the question period has expired. If you have received an answer that meets your needs, please choose a 'best answer.'\nRegards.""]","My nipple is really dry and i dont know why, lotion doesnt seem to help what is wrong with me?",Put on vasiline (sp?) it should help 
SUGGESTION,<pad> CrossFit is a useful tool to help people with mental health issues.</s>,"The book, "" The complete book of Running: by Jim Fixx is recommended for beginner runners for the inspiration, other than that a calendar with miles times and experience is recommended.","['This classic will give you the inspiration, ""The Complete Book of Running"" by Jim Fixx.  Other than that, a Calendar in which you can enter your miles, times, and experience (i.e., good, excellent, etc).']",Resources for beginner runners?,": This classic will give you the inspiration, ""The Complete Book of Running"" by Jim Fixx.  Other than that, a Calendar in which you can enter your miles, times, and experience (i.e., good, excellent, etc) "
EXPERIENCE,"ness, hyperthyroidism, hyperthyroidism, hyperthyroidism, hyperthyroidism, hyperthyroidism, hyperthyroidism, hyperthyroidism, hyperthyroidism, hyperthyroidism, hyperthyroidism, hyperthyroidism, hyperthyroidism, hyperthyroidism, hyperthyroidism, hyperthyroidism, hyperthyroidism,","An individual has been working to regulate their thyroid function since September, initially dealing with hypothyroidism at 6.3 TSH and subsequently experiencing variations in TSH levels with Synthroid medication. The recent doses have resulted in low TSH levels of 0.03 and 0.01. Currently, the individual has been off medication for a month and is scheduled for a thyroid test on the 18th. This summarizes the ongoing journey of thyroid adjustment and the fluctuations in TSH levels that the individual has been navigating.","['I have been trying to get my thyroid ""adjusted"" since Sept (through RE).  I started out hypothyroid at 6.3 then 4.99 TSH with high antithyroglobulin antibodies.  Went on a few different doses of Synthroid the last few months and have been too low the last 2 doses (TSH 0.03, 0.01).  Now I\'ve been off meds for a month and get tested the 18th.  I think I definitely need something as my BBT (morning temps) are real low again (97.0, 97.1 - were rising a bit with meds).  I know my T4 was also slightly high a few months ago but lately everything has been fine except my TSH going too low (hyperthyroid).  I know that your TSH can be fine but your T4 or another thyroid level can be off and cause problems, and vice versa.  Sorry, I probably wasn\'t much help.  I\'ve read tond of thyroid books and visited a lot of sites but the whole thyroid thing is confusing! GL!', 'A low TSH result can indicate an overactive thyroid gland (hyperthyroidism) or excessive amounts of thyroid hormone medication in those who are being treated for an underactive (or removed) thyroid gland. Rarely, a low TSH result may indicate damage to the pituitary gland that prevents it from producing adequate amounts of TSH.']","my free T4 and free T 3 are in normal range but TSH is very low, why?",": I have been trying to get my thyroid ""adjusted"" since Sept (through RE).  I started out hypothyroid at 6.3 then 4.99 TSH with high antithyroglobulin antibodies.  Went on a few different doses of Synthroid the last few months and have been too low the last 2 doses (TSH 0.03, 0.01).  Now I've been off meds for a month and get tested the 18th. "
SUGGESTION,<pad> Chronic thyroid disease (TSH) is a common cause of hyperthyroidism (hyperthyroidism) or excessive amounts of thyroid hormone medication.</s>,"Your situation involves normal ranges for free T4 and free T3 but a very low TSH level, indicating hyperthyroidism. Despite normal T4 levels in the recent past, there's a concern about your TSH dropping too low. You've observed low morning temperatures (BBT) even with medication, and although your TSH can be normal while other thyroid levels are off, or vice versa, the complexity of thyroid issues remains confusing. Despite having delved into thyroid literature and various sources, you're still grappling with understanding the intricacies of thyroid function. It may be beneficial to consult with a healthcare professional to further explore and address your specific thyroid concerns.","['I have been trying to get my thyroid ""adjusted"" since Sept (through RE).  I started out hypothyroid at 6.3 then 4.99 TSH with high antithyroglobulin antibodies.  Went on a few different doses of Synthroid the last few months and have been too low the last 2 doses (TSH 0.03, 0.01).  Now I\'ve been off meds for a month and get tested the 18th.  I think I definitely need something as my BBT (morning temps) are real low again (97.0, 97.1 - were rising a bit with meds).  I know my T4 was also slightly high a few months ago but lately everything has been fine except my TSH going too low (hyperthyroid).  I know that your TSH can be fine but your T4 or another thyroid level can be off and cause problems, and vice versa.  Sorry, I probably wasn\'t much help.  I\'ve read tond of thyroid books and visited a lot of sites but the whole thyroid thing is confusing! GL!', 'A low TSH result can indicate an overactive thyroid gland (hyperthyroidism) or excessive amounts of thyroid hormone medication in those who are being treated for an underactive (or removed) thyroid gland. Rarely, a low TSH result may indicate damage to the pituitary gland that prevents it from producing adequate amounts of TSH.']","my free T4 and free T 3 are in normal range but TSH is very low, why?","I think I definitely need something as my BBT (morning temps) are real low again (97.0, 97.1 - were rising a bit with meds).  I know my T4 was also slightly high a few months ago but lately everything has been fine except my TSH going too low (hyperthyroid).  I know that your TSH can be fine but your T4 or another thyroid level can be off and cause problems, and vice versa.  Sorry, I probably wasn't much help.  I've read tond of thyroid books and visited a lot of sites but the whole thyroid thing is confusing! "
INFORMATION,<pad> Chronic thyroid disease (TSH) is a common cause of hyperthyroidism (hyperthyroidism) and hyperthyroidism (hyperthyroidism).</s>,"A low TSH result may signal an overactive thyroid gland (hyperthyroidism) or an excessive dosage of thyroid hormone medication, especially in those undergoing treatment for an underactive or surgically removed thyroid. In rare cases, a low TSH result might indicate pituitary gland damage, hindering the production of sufficient TSH. This highlights the various potential causes of low TSH levels, ranging from thyroid-related conditions to issues with the pituitary gland.","['I have been trying to get my thyroid ""adjusted"" since Sept (through RE).  I started out hypothyroid at 6.3 then 4.99 TSH with high antithyroglobulin antibodies.  Went on a few different doses of Synthroid the last few months and have been too low the last 2 doses (TSH 0.03, 0.01).  Now I\'ve been off meds for a month and get tested the 18th.  I think I definitely need something as my BBT (morning temps) are real low again (97.0, 97.1 - were rising a bit with meds).  I know my T4 was also slightly high a few months ago but lately everything has been fine except my TSH going too low (hyperthyroid).  I know that your TSH can be fine but your T4 or another thyroid level can be off and cause problems, and vice versa.  Sorry, I probably wasn\'t much help.  I\'ve read tond of thyroid books and visited a lot of sites but the whole thyroid thing is confusing! GL!', 'A low TSH result can indicate an overactive thyroid gland (hyperthyroidism) or excessive amounts of thyroid hormone medication in those who are being treated for an underactive (or removed) thyroid gland. Rarely, a low TSH result may indicate damage to the pituitary gland that prevents it from producing adequate amounts of TSH.']","my free T4 and free T 3 are in normal range but TSH is very low, why?","A low TSH result can indicate an overactive thyroid gland (hyperthyroidism) or excessive amounts of thyroid hormone medication in those who are being treated for an underactive (or removed) thyroid gland. Rarely, a low TSH result may indicate damage to the pituitary gland that prevents it from producing adequate amounts of TSH. "
CAUSE,"<pad>, illness, cancer, certain medications, gynecological illnesses (cysts, fibroids, etc.)</s>","Irregularities in the periods could be caused by stress, medication, hormonal imbalance, infection, cancers and other illnesses like cysts, fibroids etc.","['Period irregularities can be caused by stress, medication, hormonal imbalance, and infection.  It would be best to see your dr to see what the reason may be so treatment can begin.', 'Pregnancy, stress, illness, cancer, certain medications, gynecological illnesses (cysts, fibroids, etc.) webmd is a great page to check out', ""some female get their period late because of some genetic abnormality. but it doesn't matter when ur period starts late or early but its all normal""]",what are reasons some females start their period late?,"Period irregularities can be caused by stress, medication, hormonal imbalance, and infection Pregnancy, stress, illness, cancer, certain medications, gynecological illnesses (cysts, fibroids, etc.) "
SUGGESTION,"ness, illness, cancer, certain medications, gynecological illnesses (cysts, fibroids, etc.)</s>",It is recommended to seek medical consultation and treatment early on.,"['Period irregularities can be caused by stress, medication, hormonal imbalance, and infection.  It would be best to see your dr to see what the reason may be so treatment can begin.', 'Pregnancy, stress, illness, cancer, certain medications, gynecological illnesses (cysts, fibroids, etc.) webmd is a great page to check out', ""some female get their period late because of some genetic abnormality. but it doesn't matter when ur period starts late or early but its all normal""]",what are reasons some females start their period late?,It would be best to see your dr to see what the reason may be so treatment can begin 
INFORMATION,"sts, gynecological illnesses (cysts, fibroids, etc.)</s>","Some females experience delayed periods due to genetic abnormalities, but the timing of one's menstrual cycle being early or late is generally a normal occurrence.","['Period irregularities can be caused by stress, medication, hormonal imbalance, and infection.  It would be best to see your dr to see what the reason may be so treatment can begin.', 'Pregnancy, stress, illness, cancer, certain medications, gynecological illnesses (cysts, fibroids, etc.) webmd is a great page to check out', ""some female get their period late because of some genetic abnormality. but it doesn't matter when ur period starts late or early but its all normal""]",what are reasons some females start their period late?,some female get their period late because of some genetic abnormality. but it doesn't matter when ur period starts late or early but its all normal 
INFORMATION,doesn't be de-caffeinated.</s>,"Yes, green tea naturally contains caffeine. However, there are decaffeinated versions of green tea available. The decaffeination process can involve various methods, and it's essential to check the product label to determine whether the green tea is regular or decaffeinated. Some decaffeination processes use chemicals like formaldehyde, while others may use more natural methods. If you're specifically looking for decaffeinated green tea, make sure to choose a product that clearly indicates it is decaffeinated on the packaging.","['Yes, unless it is decaffeinated.', 'no', ""Green Tea naturally has caffeine just like coffee beans.  There are at least two ways to make something de-caf. One uses a very harsh chemical called formaldehyde.  I would suggest trying to avoid that and making sure it's naturally de-caffed."", 'Yes it does, I agree with the txgurl', 'YES']",Does green tea have caffeine?,": Yes, unless it is decaffeinated Green Tea naturally has caffeine just like coffee beans.  There are at least two ways to make something de-caf. One uses a very harsh chemical called formaldehyde. "
SUGGESTION,"<pad> Coffee beans can be de-caffeinated, unless it is de-caffeinated, unless it is de-caffeinated, unless it is de-caffeinated, unless it is de-caffeinated, unless it is de-caffeinated, unless it is de-caffeinated, unless it is de-caffeinated, unless it is de-caffeinated.",It is advises to try avoiding de-caf and try green tea that is naturally de-caffed.,"['Yes, unless it is decaffeinated.', 'no', ""Green Tea naturally has caffeine just like coffee beans.  There are at least two ways to make something de-caf. One uses a very harsh chemical called formaldehyde.  I would suggest trying to avoid that and making sure it's naturally de-caffed."", 'Yes it does, I agree with the txgurl', 'YES']",Does green tea have caffeine?,I would suggest trying to avoid that and making sure it's naturally de-caffed 
INFORMATION, your teeth if you have a yellowish smile.</s>,There are a lot of new products on the market for teeth whitening such of crest white strips.,"[""this is the best way. trust me. i study in dental department... all you can do is easy...\n1. brush your teeth ever time after you eat\n2. drink mineral water\n3. use fluoride to brush your teeth\n4. go to the dentist every 5/6 month and ask her to SCALING your teeth, control and\nyou'll have a really cute smile with your shiny teeth"", 'There are alot of new products on the market for teeth whitening. One that i know of is crest white strips', 'Try those crest whitestrips.', 'go the dentist get a coronal polish flouride treatment and talk to your dentist about different methods of whitening.']",My teeth r a little yellowish! i want them to make it white. i brush daily twice. how can i make it more white,There are alot of new products on the market for teeth whitening. One that i know of is crest white strips 
SUGGESTION, your teeth if you have a yellowish smile.</s>,"To ensure optimal oral health and a radiant smile, it's essential to incorporate good dental hygiene practices. Brush your teeth diligently after each meal, using fluoride toothpaste to strengthen enamel. Additionally, stay hydrated with mineral water, which can contribute to overall dental health. Regular dental check-ups every 5-6 months, including scaling to control plaque, are crucial for preventive care. If interested in teeth whitening, explore options like Crest Whitestrips or consult with your dentist for professional treatments such as coronal polish and fluoride applications, ensuring a confident and bright smile.","[""this is the best way. trust me. i study in dental department... all you can do is easy...\n1. brush your teeth ever time after you eat\n2. drink mineral water\n3. use fluoride to brush your teeth\n4. go to the dentist every 5/6 month and ask her to SCALING your teeth, control and\nyou'll have a really cute smile with your shiny teeth"", 'There are alot of new products on the market for teeth whitening. One that i know of is crest white strips', 'Try those crest whitestrips.', 'go the dentist get a coronal polish flouride treatment and talk to your dentist about different methods of whitening.']",My teeth r a little yellowish! i want them to make it white. i brush daily twice. how can i make it more white,"brush your teeth ever time after you eat2. drink mineral water3. use fluoride to brush your teeth4. go to the dentist every 5/6 month and ask her to SCALING your teeth, control andyou'll have a really cute smile with your shiny teeth ry those crest whitestrips go the dentist get a coronal polish flouride treatment and talk to your dentist about different methods of whitening "
SUGGESTION,"leaf, not fatty foods, not junk food.</s>","To lose weight, maintain balance in your diet by consuming three different colors of fruits and vegetables daily. Prioritize burning calories through exercise and focus on losing inches instead of just weight. Follow the principle of input versus output, ensuring that you burn more calories than you consume for weight loss. Stay well-hydrated with plenty of water and aim to build muscle while reducing fat through cardiovascular exercise. Include foods rich in calcium and iron, as they provide essential minerals. Avoid starving yourself, as it can lead to energy conservation and fat storage. Eliminate sugar and greasy foods, opting for a diet rich in nutrients. By adopting a healthier eating pattern and incorporating exercise, your fitness program will likely yield positive results, even if it starts at a modest intensity.","['Balance. Eat three different colors of vegetables and fruits a day. Burn calories by exercising. Try to loose inches, not wieght. One rule to follow is input versus output.EX: If you eat 100 calories and burn 200 calories you will lose wieght. Drink lots of water. Also try gaining muscle wieght and loosing fat (cardio). Eat foods with calcium and iron because foods with these two minerals have alot of other minerals. Dont starve yourself because your body will try to conserve energy by storing extra fat.', 'weight watchers is good for loosing weight. like it says to not eat fast food at all, not to eat to many calories,and to neeeeeeevvvverrrr ever eat big deserts', 'avoid all sugar. and don\'t eat greezy foods. \n\nyour body needs healthy foods, not junkfood. so avoid chips, soda. you know the good stuff. \n\nonce you clean up your ""diet"" of food and eat healthy.. your exercize program should start working. even if it\'s weak :)']",What is A Good Diet Program To Follow in Order to Lose Weight?,"Balance. Eat three different colors of vegetables and fruits a day. Burn calories by exercising. Try to loose inches, not wieght. One rule to follow is input versus output.EX: If you eat 100 calories and burn 200 calories you will lose wieght. Drink lots of water. Also try gaining muscle wieght and loosing fat (cardio). Eat foods with calcium and iron because foods with these two minerals have alot of other minerals. Dont starve yourself because your body will try to conserve energy by storing extra fat avoid all sugar. and don't eat greezy foods. your body needs healthy foods, not junkfood. so avoid chips, soda. you know the good stuff. once you clean up your ""diet"" of food and eat healthy.. your exercize program should start working. even if it's weak "
INFORMATION, your body's nutritional needs.</s>,"Weight Watchers is recommended for weight loss due to its emphasis on avoiding fast food, moderating calorie intake, and steering clear of large desserts. The program encourages healthy eating habits as part of its approach to weight management.","['Balance. Eat three different colors of vegetables and fruits a day. Burn calories by exercising. Try to loose inches, not wieght. One rule to follow is input versus output.EX: If you eat 100 calories and burn 200 calories you will lose wieght. Drink lots of water. Also try gaining muscle wieght and loosing fat (cardio). Eat foods with calcium and iron because foods with these two minerals have alot of other minerals. Dont starve yourself because your body will try to conserve energy by storing extra fat.', 'weight watchers is good for loosing weight. like it says to not eat fast food at all, not to eat to many calories,and to neeeeeeevvvverrrr ever eat big deserts', 'avoid all sugar. and don\'t eat greezy foods. \n\nyour body needs healthy foods, not junkfood. so avoid chips, soda. you know the good stuff. \n\nonce you clean up your ""diet"" of food and eat healthy.. your exercize program should start working. even if it\'s weak :)']",What is A Good Diet Program To Follow in Order to Lose Weight?,"weight watchers is good for loosing weight. like it says to not eat fast food at all, not to eat to many calories,and to neeeeeeevvvverrrr ever eat big deserts "
INFORMATION,"ness, shortness of chest, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wh","There exists a homeopathic alternative remedy for the symptoms of asthma and bronchitis called Asthma Asthma. It helps with breathing difficulties, tightness of chest, wheezing and coughing.","['I have suffered from acute asthma since I was a Home remedy for asthma\n\nYou should use this infusion when you have an asthma attack or as a prevention measure. \n\n\nComposition and preparation \n\n\n10 grams Marjoram flower tips\n10 grams Minth flower tips\n10 grams Pouliot plant\n20 grams Bouillon blanc\n20 grams Capillaire\n20 grams Poppy flower\n20 grams Eucalyptus leaves\n20 grams Hyssop flower tips\n20 grams Grey lichen\n20 grams Ground Ivy\n20 grams Pine buds\n20 grams Pulmonaire\n20 grams Thyme leaves\n\n\n\n\n¤ Put four tablespoon of the above mix in a non-metallic, heat-resistant pot.\n¤ Pour four glasses of water on top.\n¤ Bring to boil and simmer for three minutes.\n¤ Cover and rest.\n¤ Let infuse for fifteen minutes.\n¤ Filter and drink two glasses during the day or more in case of an attack.\n\n\n\n\nThe quantity prepared of this Home remedy for asthma is enough for two days\n\nAnd stay CALM!', 'Asthma \nAsthma [Respiratory] is a natural homeopathic medicine for control of the symptoms of asthma and bronchitis, including difficulty in breathing, shortness of breath, tightness of chest, wheezing or coughing. Contains 20 percent USP Alcohol.\nCAUTION: For asthma sufferers only. Seek medical assistance immediately if symptoms do not improve within 1 hour or become worse. Do not use this product unless you have been diagnosed by a doctor as having asthma. If you have ever been hospitalized for asthma, or if you currently take any prescription drugs for asthma, use only when directed by a doctor.\nTake 10–15 drops under the tongue every 10–15 minutes or as needed until symptoms improve; then decrease to every one or two hours, then to four times daily until symptoms are relieved. For children under 12, consult your health care professional.\n4 Kids Too! \n\nPurchase Information \nASTHMA (1 FL OZ)  \nStock No.:8704-4 \nQV: 9.85 \nMember Cost: $9.85\nNon-Member Cost: $14.75  \n\nhttp://www.mynsp.com/lifemoreabundantlyinc/products/guide.aspx?stockNum=87044\n\nThere are other options under Advanced Search for Respiratory concerns at the same website.  I truly believe in the Natural route over all of the meds.  I personally have stopped taking all of the meds for a chronic pain syndrome and asthma and seasonal allergies.']",is there any home remedies for an asthma attack besides medication?,"Asthma Asthma [Respiratory] is a natural homeopathic medicine for control of the symptoms of asthma and bronchitis, including difficulty in breathing, shortness of breath, tightness of chest, wheezing or coughing. "
SUGGESTION,"ness, shortness of chest, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wheezing, wh","A person who suffered from acute asthma described their go to home remedies which could be employed as preventive care or an active measure during an asthma attack. This infusion  is made of 10 grams of Marjoram flower and Mint flower tips, 10 grams of Pouliot plant, 20 gram sof Bouillon blanc, 20 grams of Capillaire, 20 grams of poppy flower, 20 grams of eucalyptus leaves, 20 grams Hyssop flower tips, 20 grams Grey lichen, 20 grams Ground Ivy, 20 grams Pine buds, 20 grams Pulmonaire and 20 grams Thyme leaves. The ingredients should be mixed in a non-metallic pot in 4 glasses of water. The mixure should be boiled and filtered. It should be consumed 2 times a day, more in case of attacks. They also stated the importance of the natural remedies over other medication as they had stopped using medicines for chronic pain, asthma and other allergies.","['I have suffered from acute asthma since I was a Home remedy for asthma\n\nYou should use this infusion when you have an asthma attack or as a prevention measure. \n\n\nComposition and preparation \n\n\n10 grams Marjoram flower tips\n10 grams Minth flower tips\n10 grams Pouliot plant\n20 grams Bouillon blanc\n20 grams Capillaire\n20 grams Poppy flower\n20 grams Eucalyptus leaves\n20 grams Hyssop flower tips\n20 grams Grey lichen\n20 grams Ground Ivy\n20 grams Pine buds\n20 grams Pulmonaire\n20 grams Thyme leaves\n\n\n\n\n¤ Put four tablespoon of the above mix in a non-metallic, heat-resistant pot.\n¤ Pour four glasses of water on top.\n¤ Bring to boil and simmer for three minutes.\n¤ Cover and rest.\n¤ Let infuse for fifteen minutes.\n¤ Filter and drink two glasses during the day or more in case of an attack.\n\n\n\n\nThe quantity prepared of this Home remedy for asthma is enough for two days\n\nAnd stay CALM!', 'Asthma \nAsthma [Respiratory] is a natural homeopathic medicine for control of the symptoms of asthma and bronchitis, including difficulty in breathing, shortness of breath, tightness of chest, wheezing or coughing. Contains 20 percent USP Alcohol.\nCAUTION: For asthma sufferers only. Seek medical assistance immediately if symptoms do not improve within 1 hour or become worse. Do not use this product unless you have been diagnosed by a doctor as having asthma. If you have ever been hospitalized for asthma, or if you currently take any prescription drugs for asthma, use only when directed by a doctor.\nTake 10–15 drops under the tongue every 10–15 minutes or as needed until symptoms improve; then decrease to every one or two hours, then to four times daily until symptoms are relieved. For children under 12, consult your health care professional.\n4 Kids Too! \n\nPurchase Information \nASTHMA (1 FL OZ)  \nStock No.:8704-4 \nQV: 9.85 \nMember Cost: $9.85\nNon-Member Cost: $14.75  \n\nhttp://www.mynsp.com/lifemoreabundantlyinc/products/guide.aspx?stockNum=87044\n\nThere are other options under Advanced Search for Respiratory concerns at the same website.  I truly believe in the Natural route over all of the meds.  I personally have stopped taking all of the meds for a chronic pain syndrome and asthma and seasonal allergies.']",is there any home remedies for an asthma attack besides medication?,"Asthma Asthma [Respiratory] is a natural homeopathic medicine for control of the symptoms of asthma and bronchitis, including difficulty in breathing, shortness of breath, tightness of chest, wheezing or coughing. Contains 20 percent USP Alcohol.CAUTION: For asthma sufferers only. Seek medical assistance immediately if symptoms do not improve within 1 hour or become worse. Do not use this product unless you have been diagnosed by a doctor as having asthma. If you have ever been hospitalized for asthma, or if you currently take any prescription drugs for asthma, use only when directed by a doctor.Take 10–15 drops under the tongue every 10–15 minutes or as needed until symptoms improve; then decrease to every one or two hours, then to four times daily until symptoms are relieved. "
INFORMATION,"<pad> Pharmacology, Pharmacology, Pharmacology, Pharmacology, Pharmacology, Pharmacology, Pharmacology, Pharmacology, Pharmacology, Pharmacology, Pharmacology, Pharmacology, Pharmacology, Pharmacology, Pharmacology, Pharmacology, Pharmacology, Pharmacology, Pharmacology, Pharmacology, Pharmacology, Pharmacology, Pharmacology, Pharmacology, Pharmacology","In the context of the human body, ""gastric"" refers to the stomach. Therefore, a gastric ulcer is an ulcer located in the stomach, and a gastric tube is a tube inserted into the stomach, among other examples.","['If you mean in terms of the human body, gastric means stomach.  So a gastric ulcer is an ulcer in the stomach, and a gastric tube is a tube inserted into the stomach, etc....']",where is gastric located?,"If you mean in terms of the human body, gastric means stomach.  So a gastric ulcer is an ulcer in the stomach, and a gastric tube is a tube inserted into the stomach, etc. "
INFORMATION,<pad> Pharmacists should not prescribe A.S.A(aspirin) for asthma.</s>,"In some asthmatics who are allergic, Aspirin is known to exacerbate asthma symptoms rather than alleviate them. It's noteworthy that there is no cure for asthma, instead, managing asthma involves preventing and treating attacks. While aspirin may provide assistance in managing symptoms in some, it is not considered a cure for asthma. Consequently, it cannot be prescribed with the expectation of curing the condition.","['Very often Aspirin will agravate asthma, read the label.', 'While it may assist in treating symptoms in is not a cure.  Therefore it cannot be prescribed as a cure.', 'there is no CURE for asthma, just ways to prevent and treat attacks']",why physicians don't prescribe A.S.A(aspirin) for curing asthma?,"Very often Aspirin will agravate asthma here is no CURE for asthma, just ways to prevent and treat attacks While it may assist in treating symptoms in is not a cure.  Therefore it cannot be prescribed as a cure "
